
50  |  2018-04-16 10:18:26.115000

50  |  2018-04-17 08:36:14.630000
50  |  2018-04-17 08:44:00.406000
3  |  2018-04-17 13:06:50.623000
3  |  2018-04-17 13:07:45.516000
169  |  2018-05-07 09:55:40.181000
169  |  2018-05-07 09:55:40.217000
169  |  2018-05-07 09:55:40.244000
169  |  2018-05-07 09:55:40.269000
169  |  2018-05-07 09:55:40.293000
169  |  2018-05-07 09:55:40.320000
169  |  2018-05-07 09:55:40.347000
169  |  2018-05-07 09:55:40.372000
169  |  2018-05-07 09:55:40.396000
169  |  2018-05-07 09:55:40.420000
169  |  2018-05-07 09:55:40.443000
170  |  2018-05-07 09:55:40.470000
170  |  2018-05-07 09:55:40.494000
170  |  2018-05-07 09:55:40.519000
170  |  2018-05-07 09:55:40.543000
170  |  2018-05-07 09:55:40.569000
170  |  2018-05-07 09:55:40.595000
170  |  2018-05-07 09:55:40.628000
170  |  2018-05-07 09:55:40.651000
170  |  2018-05-07 09:55:40.678000
170  |  2018-05-07 09:55:40.702000
170  |  2018-05-07 09:55:40.727000
170  |  2018-05-07 09:55:40.750000
171  |  2018-05-07 09:55:40.776000
172  |  2018-05-07 09:55:40.801000
172  |  2018-05-07 09:55:40.825000
172  |  2018-05-07 09:55:40.849000
172  |  2018-05-07 09:55:40.876000
172  |  2018-05-07 09:55:40.900000
172  |  2018-05-07 09:55:40.924000
172  |  2018-05-07 09:55:40.948000
172  |  2018-05-07 09:55:40.976000
172  |  2018-05-07 09:55:41.002000
173  |  2018-05-07 09:55:41.026000
173  |  2018-05-07 09:55:41.053000
173  |  2018-05-07 09:55:41.080000
173  |  2018-05-07 09:55:41.103000
174  |  2018-05-07 09:55:41.126000
174  |  2018-05-07 09:55:41.148000
174  |  2018-05-07 09:55:41.173000
174  |  2018-05-07 09:55:41.196000
174  |  2018-05-07 09:55:41.218000
174  |  2018-05-07 09:55:41.242000
174  |  2018-05-07 09:55:41.269000
174  |  2018-05-07 09:55:41.292000
175  |  2018-05-07 09:55:41.316000
176  |  2018-05-07 09:55:41.340000
176  |  2018-05-07 09:55:41.370000
176  |  2018-05-07 09:55:41.395000
176  |  2018-05-07 09:55:41.420000
176  |  2018-05-07 09:55:41.444000
176  |  2018-05-07 09:55:41.470000
176  |  2018-05-07 09:55:41.494000
176  |  2018-05-07 09:55:41.519000
176  |  2018-05-07 09:55:41.543000
177  |  2018-05-07 09:55:41.569000
177  |  2018-05-07 09:55:41.596000
177  |  2018-05-07 09:55:41.621000
177  |  2018-05-07 09:55:41.645000
177  |  2018-05-07 09:55:41.672000
177  |  2018-05-07 09:55:41.696000
177  |  2018-05-07 09:55:41.720000
177  |  2018-05-07 09:55:41.743000
177  |  2018-05-07 09:55:41.769000
177  |  2018-05-07 09:55:41.795000
177  |  2018-05-07 09:55:41.819000
177  |  2018-05-07 09:55:41.842000
177  |  2018-05-07 09:55:41.868000
178  |  2018-05-07 09:55:41.893000
178  |  2018-05-07 09:55:41.917000
178  |  2018-05-07 09:55:41.940000
178  |  2018-05-07 09:55:41.966000
178  |  2018-05-07 09:55:41.995000
178  |  2018-05-07 09:55:42.018000
178  |  2018-05-07 09:55:42.042000
178  |  2018-05-07 09:55:42.068000
178  |  2018-05-07 09:55:42.092000
178  |  2018-05-07 09:55:42.116000
178  |  2018-05-07 09:55:42.141000
179  |  2018-05-07 09:55:42.168000
179  |  2018-05-07 09:55:42.193000
179  |  2018-05-07 09:55:42.218000
179  |  2018-05-07 09:55:42.242000
180  |  2018-05-07 09:55:42.268000
180  |  2018-05-07 09:55:42.294000
180  |  2018-05-07 09:55:42.317000
180  |  2018-05-07 09:55:42.342000
180  |  2018-05-07 09:55:42.367000
181  |  2018-05-07 09:55:42.393000
181  |  2018-05-07 09:55:42.417000
181  |  2018-05-07 09:55:42.441000
181  |  2018-05-07 09:55:42.468000
182  |  2018-05-07 09:55:42.493000
182  |  2018-05-07 09:55:42.517000
182  |  2018-05-07 09:55:42.540000
182  |  2018-05-07 09:55:42.570000
182  |  2018-05-07 09:55:42.595000
182  |  2018-05-07 09:55:42.619000
182  |  2018-05-07 09:55:42.642000
182  |  2018-05-07 09:55:42.668000
182  |  2018-05-07 09:55:42.692000
182  |  2018-05-07 09:55:42.717000
182  |  2018-05-07 09:55:42.742000
182  |  2018-05-07 09:55:42.769000
182  |  2018-05-07 09:55:42.796000
182  |  2018-05-07 09:55:42.822000
183  |  2018-05-07 09:55:42.846000
183  |  2018-05-07 09:55:42.872000
184  |  2018-05-07 09:55:42.897000
184  |  2018-05-07 09:55:42.923000
184  |  2018-05-07 09:55:42.947000
184  |  2018-05-07 09:55:42.973000
184  |  2018-05-07 09:55:42.998000
185  |  2018-05-07 09:55:43.021000
185  |  2018-05-07 09:55:43.045000
185  |  2018-05-07 09:55:43.071000
185  |  2018-05-07 09:55:43.096000
185  |  2018-05-07 09:55:43.124000
185  |  2018-05-07 09:55:43.149000
186  |  2018-05-07 09:55:43.178000
186  |  2018-05-07 09:55:43.202000
186  |  2018-05-07 09:55:43.227000
186  |  2018-05-07 09:55:43.251000
186  |  2018-05-07 09:55:43.278000
187  |  2018-05-07 09:55:43.303000
187  |  2018-05-07 09:55:43.327000
187  |  2018-05-07 09:55:43.355000
187  |  2018-05-07 09:55:43.380000
187  |  2018-05-07 09:55:43.406000
187  |  2018-05-07 09:55:43.431000
187  |  2018-05-07 09:55:43.455000
188  |  2018-05-07 09:55:43.482000
188  |  2018-05-07 09:55:43.507000
188  |  2018-05-07 09:55:43.531000
188  |  2018-05-07 09:55:43.555000
188  |  2018-05-07 09:55:43.581000
188  |  2018-05-07 09:55:43.606000
188  |  2018-05-07 09:55:43.631000
188  |  2018-05-07 09:55:43.656000
188  |  2018-05-07 09:55:43.683000
188  |  2018-05-07 09:55:43.706000
188  |  2018-05-07 09:55:43.734000
190  |  2018-05-07 09:55:43.759000
190  |  2018-05-07 09:55:43.785000
190  |  2018-05-07 09:55:43.811000
190  |  2018-05-07 09:55:43.835000
190  |  2018-05-07 09:55:43.860000
190  |  2018-05-07 09:55:43.884000
190  |  2018-05-07 09:55:43.907000
190  |  2018-05-07 09:55:43.931000
190  |  2018-05-07 09:55:43.953000
191  |  2018-05-07 09:55:43.978000
191  |  2018-05-07 09:55:44
191  |  2018-05-07 09:55:44.023000
191  |  2018-05-07 09:55:44.045000
191  |  2018-05-07 09:55:44.070000
191  |  2018-05-07 09:55:44.094000
191  |  2018-05-07 09:55:44.115000
191  |  2018-05-07 09:55:44.138000
191  |  2018-05-07 09:55:44.159000
191  |  2018-05-07 09:55:44.183000
191  |  2018-05-07 09:55:44.205000
192  |  2018-05-07 09:55:44.227000
192  |  2018-05-07 09:55:44.248000
192  |  2018-05-07 09:55:44.271000
192  |  2018-05-07 09:55:44.294000
192  |  2018-05-07 09:55:44.315000
193  |  2018-05-07 09:55:44.336000
193  |  2018-05-07 09:55:44.357000
194  |  2018-05-07 09:55:44.380000
194  |  2018-05-07 09:55:44.403000
194  |  2018-05-07 09:55:44.429000
195  |  2018-05-07 09:55:44.450000
195  |  2018-05-07 09:55:44.473000
195  |  2018-05-07 09:55:44.495000
195  |  2018-05-07 09:55:44.515000
195  |  2018-05-07 09:55:44.537000
195  |  2018-05-07 09:55:44.558000
195  |  2018-05-07 09:55:44.581000
195  |  2018-05-07 09:55:44.602000
195  |  2018-05-07 09:55:44.623000
195  |  2018-05-07 09:55:44.645000
196  |  2018-05-07 09:55:44.670000
196  |  2018-05-07 09:55:44.693000
196  |  2018-05-07 09:55:44.716000
196  |  2018-05-07 09:55:44.738000
196  |  2018-05-07 09:55:44.762000
196  |  2018-05-07 09:55:44.785000
196  |  2018-05-07 09:55:44.808000
196  |  2018-05-07 09:55:44.831000
196  |  2018-05-07 09:55:44.853000
